调仓日,期末,代码,名称,买入价,卖出价,股数,止损日,区间收益
20190102,20190109,600104.SH,上汽集团,26.38,24.99,3800,,-0.0527
20190102,20190109,600900.SH,长江电力,15.79,15.65,6300,,-0.0089
20190102,20190109,000895.SZ,双汇发展,23.85,25.0,4200,,0.0482
20190102,20190109,601006.SH,大秦铁路,8.2,8.2,12200,,0.0
20190102,20190109,600660.SH,福耀玻璃,22.78,21.8,4400,,-0.043
20190102,20190109,000069.SZ,华侨城A,6.32,6.15,15800,,-0.0269
20190102,20190109,600741.SH,华域汽车,18.45,18.28,5400,,-0.0092
20190102,20190109,000338.SZ,潍柴动力,7.74,7.72,12900,,-0.0026
20190102,20190109,601988.SH,中国银行,3.62,3.54,27600,,-0.0221
20190102,20190109,601288.SH,农业银行,3.61,3.54,27700,,-0.0194
20190109,20190116,000895.SZ,双汇发展,25.0,24.99,3900,,-0.0004
20190109,20190116,601006.SH,大秦铁路,8.2,8.11,12000,,-0.011
20190109,20190116,601933.SH,永辉超市,8.04,8.26,12300,,0.0274
20190109,20190116,600900.SH,长江电力,15.65,15.41,6300,,-0.0153
20190109,20190116,300498.SZ,温氏股份,27.41,27.8,3600,,0.0142
20190109,20190116,601328.SH,交通银行,5.9,5.94,16700,,0.0068
20190109,20190116,600104.SH,上汽集团,24.99,25.18,3900,,0.0076
20190109,20190116,002714.SZ,牧原股份,31.08,29.99,3200,,-0.0351
20190109,20190116,600019.SH,宝钢股份,6.71,6.78,14700,,0.0104
20190109,20190116,600741.SH,华域汽车,18.28,18.9,5400,,0.0339
20190116,20190123,601933.SH,永辉超市,8.26,8.18,12000,,-0.0097
20190116,20190123,601818.SH,光大银行,3.91,3.89,25300,,-0.0051
20190116,20190123,000895.SZ,双汇发展,24.99,,4000,,
20190116,20190123,601328.SH,交通银行,5.94,6.04,16600,,0.0168
20190116,20190123,000338.SZ,潍柴动力,8.13,8.24,12200,,0.0135
20190116,20190123,600519.SH,贵州茅台,658.0,667.22,200,,0.014
20190116,20190123,601155.SH,新城控股,25.79,26.35,3800,,0.0217
20190116,20190123,600019.SH,宝钢股份,6.78,6.93,14600,,0.0221
20190116,20190123,600887.SH,伊利股份,24.01,24.31,4100,,0.0125
20190116,20190123,601166.SH,兴业银行,15.45,15.55,4200,,0.0065
20190123,20190130,601225.SH,陕西煤业,8.08,8.34,12300,,0.0322
20190123,20190130,600019.SH,宝钢股份,6.93,6.93,14400,,0.0
20190123,20190130,000338.SZ,潍柴动力,8.24,8.72,12100,,0.0583
20190123,20190130,600028.SH,中国石化,5.35,5.6,18600,,0.0467
20190123,20190130,601328.SH,交通银行,6.04,6.12,16500,,0.0132
20190123,20190130,601088.SH,中国神华,19.18,19.88,5200,,0.0365
20190123,20190130,601169.SH,北京银行,5.77,5.87,17300,,0.0173
20190123,20190130,600309.SH,万华化学,32.15,33.0,3100,,0.0264
20190123,20190130,600036.SH,招商银行,26.95,28.6,3700,,0.0612
20190123,20190130,601009.SH,南京银行,6.71,6.97,14600,,0.0387
20190130,20190213,000338.SZ,潍柴动力,8.72,9.37,11800,,0.0745
20190130,20190213,600028.SH,中国石化,5.6,5.71,18300,,0.0196
20190130,20190213,601225.SH,陕西煤业,8.34,8.41,12300,,0.0084
20190130,20190213,600031.SH,三一重工,9.16,9.67,11200,,0.0557
20190130,20190213,601877.SH,正泰电器,25.95,26.77,4000,,0.0316
20190130,20190213,600585.SH,海螺水泥,32.03,33.68,3200,,0.0515
20190130,20190213,600741.SH,华域汽车,20.31,20.9,5100,,0.029
20190130,20190213,601006.SH,大秦铁路,8.68,8.64,11800,,-0.0046
20190130,20190213,601088.SH,中国神华,19.88,20.05,5200,,0.0086
20190130,20190213,600036.SH,招商银行,28.6,29.32,3500,,0.0252
20190213,20190220,000338.SZ,潍柴动力,9.37,9.59,11300,,0.0235
20190213,20190220,600028.SH,中国石化,5.71,5.87,18500,,0.028
20190213,20190220,601288.SH,农业银行,3.72,3.7,28400,,-0.0054
20190213,20190220,601988.SH,中国银行,3.69,3.69,28700,,0.0
20190213,20190220,600660.SH,福耀玻璃,24.63,24.55,4300,,-0.0032
20190213,20190220,601398.SH,工商银行,5.65,5.58,18700,,-0.0124
20190213,20190220,601939.SH,建设银行,7.06,7.0,15000,,-0.0085
20190213,20190220,600031.SH,三一重工,9.67,9.64,10900,,-0.0031
20190213,20190220,600585.SH,海螺水泥,33.68,35.27,3100,,0.0472
20190213,20190220,002142.SZ,宁波银行,17.94,18.13,5900,,0.0106
20190220,20190227,600028.SH,中国石化,5.87,6.0,18100,,0.0221
20190220,20190227,000858.SZ,五粮液,69.5,69.55,1500,,0.0007
20190220,20190227,600585.SH,海螺水泥,35.27,35.39,3000,,0.0034
20190220,20190227,600340.SH,华夏幸福,29.68,31.2,3600,,0.0512
20190220,20190227,600009.SH,上海机场,55.0,56.55,1900,,0.0282
20190220,20190227,600104.SH,上汽集团,27.9,28.3,3800,,0.0143
20190220,20190227,000568.SZ,泸州老窖,50.14,51.3,2100,,0.0231
20190220,20190227,600919.SH,江苏银行,6.38,6.84,16700,,0.0721
20190220,20190227,600660.SH,福耀玻璃,24.55,24.71,4300,,0.0065
20190220,20190227,601998.SH,中信银行,5.76,6.3,18500,,0.0938
20190227,20190306,600703.SH,三安光电,14.83,15.21,7400,,0.0256
20190227,20190306,600028.SH,中国石化,6.0,6.08,18300,,0.0133
20190227,20190306,002714.SZ,牧原股份,47.35,52.89,2300,,0.117
20190227,20190306,601899.SH,紫金矿业,3.66,3.62,30000,,-0.0109
20190227,20190306,600019.SH,宝钢股份,7.62,7.69,14400,,0.0092
20190227,20190306,600340.SH,华夏幸福,31.2,32.8,3500,,0.0513
20190227,20190306,600438.SH,通威股份,12.88,11.75,8500,20190227,-0.0877
20190227,20190306,002236.SZ,大华股份,16.5,17.2,6700,,0.0424
20190227,20190306,601607.SH,上海医药,18.62,18.96,5900,,0.0183
20190227,20190306,600795.SH,国电电力,2.68,2.71,41000,,0.0112
20190306,20190313,601155.SH,新城控股,36.9,37.9,3000,,0.0271
20190306,20190313,600188.SH,兖矿能源,10.84,10.45,10300,,-0.036
20190306,20190313,600028.SH,中国石化,6.08,5.98,18400,,-0.0164
20190306,20190313,600958.SH,东方证券,12.84,12.31,8700,,-0.0413
20190306,20190313,600019.SH,宝钢股份,7.69,7.46,14500,,-0.0299
20190306,20190313,601225.SH,陕西煤业,9.15,8.7,12200,,-0.0492
20190306,20190313,601998.SH,中信银行,6.82,6.38,16400,,-0.0645
20190306,20190313,000725.SZ,京东方A,4.27,4.1,26200,,-0.0398
20190306,20190313,002736.SZ,国信证券,11.94,14.3,9400,,0.1977
20190306,20190313,600919.SH,江苏银行,7.49,7.38,14900,,-0.0147
20190313,20190320,601155.SH,新城控股,37.9,42.9,2900,,0.1319
20190313,20190320,601009.SH,南京银行,7.84,7.93,14200,,0.0115
20190313,20190320,000895.SZ,双汇发展,25.97,25.6,4300,,-0.0142
20190313,20190320,002607.SZ,中公教育,11.98,12.37,9300,,0.0326
20190313,20190320,601788.SH,光大证券,14.3,12.9,7800,,-0.0979
20190313,20190320,600031.SH,三一重工,11.75,12.76,9400,,0.086
20190313,20190320,600919.SH,江苏银行,7.38,7.13,15000,,-0.0339
20190313,20190320,600188.SH,兖矿能源,10.45,10.77,10600,,0.0306
20190313,20190320,600795.SH,国电电力,2.82,2.76,39300,,-0.0213
20190313,20190320,600028.SH,中国石化,5.98,6.04,18500,,0.01
20190320,20190327,000895.SZ,双汇发展,25.6,24.88,4400,,-0.0281
20190320,20190327,000338.SZ,潍柴动力,11.26,11.45,10000,,0.0169
20190320,20190327,600018.SH,上港集团,7.18,7.02,15600,,-0.0223
20190320,20190327,600031.SH,三一重工,12.76,12.15,8800,,-0.0478
20190320,20190327,601009.SH,南京银行,7.93,7.72,14200,,-0.0265
20190320,20190327,600028.SH,中国石化,6.04,5.71,18600,,-0.0546
20190320,20190327,600900.SH,长江电力,16.85,17.03,6700,,0.0107
20190320,20190327,600606.SH,绿地控股,7.68,7.35,14600,,-0.043
20190320,20190327,600809.SH,山西汾酒,58.48,57.0,1900,,-0.0253
20190320,20190327,000100.SZ,TCL科技,3.94,4.1,28500,,0.0406
20190327,20190403,000895.SZ,双汇发展,24.88,25.82,4400,,0.0378
20190327,20190403,601155.SH,新城控股,41.42,43.6,2700,,0.0526
20190327,20190403,000338.SZ,潍柴动力,11.45,12.41,9600,,0.0838
20190327,20190403,000568.SZ,泸州老窖,59.96,65.7,1800,,0.0957
20190327,20190403,600900.SH,长江电力,17.03,16.85,6500,,-0.0106
20190327,20190403,600018.SH,上港集团,7.02,7.48,15700,,0.0655
20190327,20190403,600383.SH,金地集团,12.67,13.66,8700,,0.0781
20190327,20190403,000858.SZ,五粮液,85.38,94.61,1300,,0.1081
20190327,20190403,001979.SZ,招商蛇口,22.19,23.39,5000,,0.0541
20190327,20190403,601877.SH,正泰电器,26.0,27.96,4200,,0.0754
20190403,20190410,600036.SH,招商银行,34.4,35.05,3400,,0.0189
20190403,20190410,600104.SH,上汽集团,26.35,28.3,4400,,0.074
20190403,20190410,600900.SH,长江电力,16.85,16.55,7000,,-0.0178
20190403,20190410,601225.SH,陕西煤业,9.49,9.69,12400,,0.0211
20190403,20190410,000895.SZ,双汇发展,25.82,27.16,4500,,0.0519
20190403,20190410,601009.SH,南京银行,8.26,8.84,14200,,0.0702
20190403,20190410,002146.SZ,荣盛发展,11.39,12.36,10300,,0.0852
20190403,20190410,600188.SH,兖矿能源,11.12,12.11,10500,,0.089
20190403,20190410,601155.SH,新城控股,43.6,46.75,2700,,0.0722
20190403,20190410,600519.SH,贵州茅台,840.12,903.0,100,,0.0748
20190410,20190417,000895.SZ,双汇发展,27.16,27.02,4500,,-0.0052
20190410,20190417,600104.SH,上汽集团,28.3,28.68,4400,,0.0134
20190410,20190417,600585.SH,海螺水泥,43.31,42.98,2800,,-0.0076
20190410,20190417,002146.SZ,荣盛发展,12.36,11.72,10000,,-0.0518
20190410,20190417,601009.SH,南京银行,8.84,9.22,13900,,0.043
20190410,20190417,000568.SZ,泸州老窖,68.99,68.35,1800,,-0.0093
20190410,20190417,600887.SH,伊利股份,30.96,30.78,4000,,-0.0058
20190410,20190417,600188.SH,兖矿能源,12.11,12.22,10200,,0.0091
20190410,20190417,002142.SZ,宁波银行,23.23,23.59,5300,,0.0155
20190410,20190417,001979.SZ,招商蛇口,23.92,23.16,5100,,-0.0318
20190417,20190424,601009.SH,南京银行,9.22,8.97,13300,,-0.0271
20190417,20190424,000069.SZ,华侨城A,8.8,7.91,13900,20190422,-0.1011
20190417,20190424,601238.SH,广汽集团,13.6,13.86,9000,,0.0191
20190417,20190424,000895.SZ,双汇发展,27.02,26.96,4500,,0.0181
20190417,20190424,601398.SH,工商银行,5.99,5.82,20500,,-0.0284
20190417,20190424,601988.SH,中国银行,4.0,3.96,30700,,-0.01
20190417,20190424,600104.SH,上汽集团,28.68,28.61,4300,,-0.0024
20190417,20190424,600188.SH,兖矿能源,12.22,11.62,10000,,-0.0491
20190417,20190424,601939.SH,建设银行,7.7,7.41,15900,,-0.0377
20190417,20190424,601229.SH,上海银行,12.87,12.88,9500,,0.0008
20190424,20190430,000895.SZ,双汇发展,26.96,26.46,4500,,-0.0185
20190424,20190430,600104.SH,上汽集团,28.61,26.72,4200,,-0.0661
20190424,20190430,600028.SH,中国石化,5.9,5.62,20300,,-0.0475
20190424,20190430,601238.SH,广汽集团,13.86,12.62,8700,20190429,-0.0895
20190424,20190430,600688.SH,上海石化,5.6,5.13,21400,20190429,-0.0839
20190424,20190430,601018.SH,宁波港,5.41,5.13,22200,,-0.0518
20190424,20190430,601229.SH,上海银行,12.88,12.37,9300,,-0.0396
20190424,20190430,600519.SH,贵州茅台,979.88,968.0,100,,-0.0121
20190424,20190430,600660.SH,福耀玻璃,26.38,25.03,4500,,-0.0512
20190424,20190430,601988.SH,中国银行,3.96,3.89,30300,,-0.0177
20190430,20190508,600900.SH,长江电力,16.68,16.79,6800,,0.0066
20190430,20190508,600104.SH,上汽集团,26.72,25.61,4300,,-0.0415
20190430,20190508,601988.SH,中国银行,3.89,3.74,29400,,-0.0386
20190430,20190508,601006.SH,大秦铁路,8.37,8.2,13600,,-0.0203
20190430,20190508,000895.SZ,双汇发展,26.46,27.17,4300,,0.0268
20190430,20190508,000568.SZ,泸州老窖,76.18,70.0,1500,,-0.0811
20190430,20190508,601939.SH,建设银行,7.35,7.02,15500,,-0.0449
20190430,20190508,601398.SH,工商银行,5.8,5.6,19700,,-0.0345
20190430,20190508,600438.SH,通威股份,14.35,14.6,8000,,0.0174
20190430,20190508,601018.SH,宁波港,5.13,4.49,22200,20190507,-0.1248
20190508,20190515,000895.SZ,双汇发展,27.17,24.82,4100,20190509,-0.0865
20190508,20190515,600887.SH,伊利股份,30.15,30.3,3700,,0.005
20190508,20190515,603288.SH,海天味业,91.49,90.89,1200,,-0.0066
20190508,20190515,600104.SH,上汽集团,25.61,25.32,4300,,-0.0113
20190508,20190515,600919.SH,江苏银行,7.3,7.48,15100,,0.0247
20190508,20190515,601006.SH,大秦铁路,8.2,8.2,13500,,0.0
20190508,20190515,600900.SH,长江电力,16.79,16.38,6600,,-0.0244
20190508,20190515,601166.SH,兴业银行,18.88,18.3,5800,,-0.0307
20190508,20190515,600028.SH,中国石化,5.39,5.37,20500,,-0.0037
20190508,20190515,601933.SH,永辉超市,9.5,9.71,11400,,0.0221
20190515,20190522,000895.SZ,双汇发展,25.4,25.12,4300,,-0.011
20190515,20190522,002607.SZ,中公教育,11.99,11.75,9100,,-0.02
20190515,20190522,601933.SH,永辉超市,9.71,9.98,11200,,0.0278
20190515,20190522,600887.SH,伊利股份,30.3,30.2,3600,,-0.0033
20190515,20190522,601006.SH,大秦铁路,8.2,8.21,13300,,0.0012
20190515,20190522,600919.SH,江苏银行,7.48,7.27,14600,,-0.0281
20190515,20190522,603288.SH,海天味业,90.89,92.51,1200,,0.0178
20190515,20190522,000963.SZ,华东医药,34.86,35.74,3100,,0.0252
20190515,20190522,000568.SZ,泸州老窖,71.8,75.34,1500,,0.0493
20190515,20190522,600900.SH,长江电力,16.38,16.7,6700,,0.0195
20190522,20190529,601225.SH,陕西煤业,9.08,8.93,12100,,-0.0165
20190522,20190529,000963.SZ,华东医药,35.74,30.71,3100,20190527,-0.1407
20190522,20190529,603288.SH,海天味业,92.51,96.9,1200,,0.0475
20190522,20190529,600919.SH,江苏银行,7.27,7.35,15100,,0.011
20190522,20190529,601933.SH,永辉超市,9.98,10.02,11000,,0.004
20190522,20190529,600900.SH,长江电力,16.7,17.04,6600,,0.0204
20190522,20190529,600887.SH,伊利股份,30.2,30.06,3600,,-0.0046
20190522,20190529,600028.SH,中国石化,5.47,5.41,20100,,-0.011
20190522,20190529,601006.SH,大秦铁路,8.21,8.37,13400,,0.0195
20190522,20190529,000895.SZ,双汇发展,25.12,25.33,4200,,0.0084
20190529,20190605,600900.SH,长江电力,17.04,17.71,6400,,0.0393
20190529,20190605,601006.SH,大秦铁路,8.37,8.44,13000,,0.0084
20190529,20190605,600028.SH,中国石化,5.41,5.45,20100,,0.0074
20190529,20190605,600019.SH,宝钢股份,6.97,6.3,15600,20190531,-0.0244
20190529,20190605,601225.SH,陕西煤业,8.93,8.69,12200,,-0.0269
20190529,20190605,601988.SH,中国银行,3.83,3.71,28500,,0.0167
20190529,20190605,002142.SZ,宁波银行,23.29,22.3,4700,,-0.0425
20190529,20190605,600048.SH,保利发展,12.24,12.29,8900,,0.0041
20190529,20190605,000069.SZ,华侨城A,6.95,6.87,15700,,-0.0115
20190529,20190605,002032.SZ,苏泊尔,70.01,69.55,1500,,-0.0066
20190605,20190612,601988.SH,中国银行,3.71,3.75,29300,,0.0108
20190605,20190612,600900.SH,长江电力,17.71,18.0,6100,,0.0164
20190605,20190612,600028.SH,中国石化,5.45,5.27,19900,,0.0147
20190605,20190612,600019.SH,宝钢股份,6.4,6.44,17000,,0.0063
20190605,20190612,601006.SH,大秦铁路,8.44,8.49,12900,,0.0059
20190605,20190612,601398.SH,工商银行,5.74,5.78,18900,,0.007
20190605,20190612,002607.SZ,中公教育,12.45,12.8,8700,,0.0281
20190605,20190612,601328.SH,交通银行,6.04,6.14,18000,,0.0166
20190605,20190612,601939.SH,建设银行,7.1,7.27,15300,,0.0239
20190605,20190612,601088.SH,中国神华,18.78,19.35,5700,,0.0304
20190612,20190619,601988.SH,中国银行,3.75,3.79,29400,,0.0107
20190612,20190619,600900.SH,长江电力,18.0,17.86,6100,,-0.0078
20190612,20190619,601328.SH,交通银行,6.14,6.24,17900,,0.0163
20190612,20190619,601939.SH,建设银行,7.27,7.45,15200,,0.0248
20190612,20190619,601088.SH,中国神华,19.35,20.44,5700,,0.0563
20190612,20190619,601006.SH,大秦铁路,8.49,8.5,13000,,0.0012
20190612,20190619,600028.SH,中国石化,5.27,5.32,20900,,0.0095
20190612,20190619,600019.SH,宝钢股份,6.44,6.51,17100,,0.0109
20190612,20190619,600188.SH,兖矿能源,10.32,10.42,10700,,0.0097
20190612,20190619,601668.SH,中国建筑,5.96,5.78,18400,,-0.002
20190619,20190626,601988.SH,中国银行,3.79,3.75,29400,,-0.0106
20190619,20190626,601088.SH,中国神华,20.44,20.35,5500,,-0.0044
20190619,20190626,600000.SH,浦发银行,12.04,11.56,9300,,-0.0399
20190619,20190626,601328.SH,交通银行,6.24,6.09,17900,,-0.024
20190619,20190626,601939.SH,建设银行,7.45,7.31,15000,,-0.0188
20190619,20190626,601668.SH,中国建筑,5.78,5.83,19300,,0.0087
20190619,20190626,600028.SH,中国石化,5.32,5.39,21000,,0.0132
20190619,20190626,002607.SZ,中公教育,13.43,14.02,8300,,0.0439
20190619,20190626,601155.SH,新城控股,40.65,39.93,2700,,-0.0177
20190619,20190626,000069.SZ,华侨城A,7.05,6.94,15700,,-0.0156
20190626,20190703,601088.SH,中国神华,20.35,20.51,5400,,0.0079
20190626,20190703,600188.SH,兖矿能源,10.75,10.87,10300,,0.0112
20190626,20190703,600028.SH,中国石化,5.39,5.41,20500,,0.0037
20190626,20190703,600362.SH,江西铜业,15.85,15.71,7000,,-0.0088
20190626,20190703,601668.SH,中国建筑,5.83,5.9,19000,,0.012
20190626,20190703,600019.SH,宝钢股份,6.55,6.66,16900,,0.0168
20190626,20190703,601988.SH,中国银行,3.75,3.77,29500,,0.0053
20190626,20190703,002607.SZ,中公教育,14.02,14.61,7900,,0.0421
20190626,20190703,600585.SH,海螺水泥,40.04,42.58,2800,,0.0634
20190626,20190703,601818.SH,光大银行,3.88,3.84,28300,,-0.0103
20190703,20190710,300122.SZ,智飞生物,45.14,44.58,2500,,-0.0124
20190703,20190710,000538.SZ,云南白药,84.38,83.17,1300,,-0.0143
20190703,20190710,600104.SH,上汽集团,26.81,26.41,4200,,-0.0149
20190703,20190710,600188.SH,兖矿能源,10.87,10.26,10300,,-0.0561
20190703,20190710,600028.SH,中国石化,5.41,5.28,20700,,-0.024
20190703,20190710,601088.SH,中国神华,20.51,19.06,5500,,-0.0278
20190703,20190710,600019.SH,宝钢股份,6.66,6.43,16900,,-0.0345
20190703,20190710,601225.SH,陕西煤业,9.53,9.15,11800,,-0.0399
20190703,20190710,600585.SH,海螺水泥,42.58,42.08,2600,,-0.0117
20190703,20190710,601988.SH,中国银行,3.77,3.71,29800,,-0.0159
20190710,20190717,600104.SH,上汽集团,26.41,23.9,4100,20190712,-0.0473
20190710,20190717,601229.SH,上海银行,8.88,8.84,12300,,-0.0045
20190710,20190717,601238.SH,广汽集团,11.55,11.1,9500,,-0.039
20190710,20190717,300122.SZ,智飞生物,44.58,45.09,2500,,0.0114
20190710,20190717,002304.SZ,洋河股份,129.77,127.35,800,,-0.0186
20190710,20190717,601398.SH,工商银行,5.58,5.59,19600,,0.0018
20190710,20190717,600660.SH,福耀玻璃,23.03,22.46,4700,,-0.0248
20190710,20190717,000568.SZ,泸州老窖,84.2,84.37,1300,,0.002
20190710,20190717,000596.SZ,古井贡酒,122.3,120.48,900,,-0.0149
20190710,20190717,600741.SH,华域汽车,22.72,22.68,4800,,-0.0018
20190717,20190724,000002.SZ,万科A,29.9,30.0,3600,,0.0033
20190717,20190724,601229.SH,上海银行,8.84,8.86,12200,,0.0023
20190717,20190724,000069.SZ,华侨城A,7.46,7.42,14500,,-0.0054
20190717,20190724,600606.SH,绿地控股,7.2,7.31,15000,,0.0153
20190717,20190724,601939.SH,建设银行,7.19,7.31,15000,,0.0167
20190717,20190724,601328.SH,交通银行,5.79,5.79,18600,,0.0
20190717,20190724,600048.SH,保利发展,13.43,14.38,8000,,0.0707
20190717,20190724,600104.SH,上汽集团,23.88,24.0,4500,,0.005
20190717,20190724,300122.SZ,智飞生物,45.09,47.0,2400,,0.0424
20190717,20190724,300498.SZ,温氏股份,40.18,40.06,2600,,-0.003
20190724,20190731,600383.SH,金地集团,12.68,12.68,8600,,0.0
20190724,20190731,600606.SH,绿地控股,7.31,7.18,15000,,-0.0178
20190724,20190731,600031.SH,三一重工,13.74,14.29,8000,,0.04
20190724,20190731,601601.SH,中国太保,37.6,39.47,2900,,0.0497
20190724,20190731,600900.SH,长江电力,18.27,18.65,6000,,0.0208
20190724,20190731,300498.SZ,温氏股份,40.06,40.04,2700,,-0.0005
20190724,20190731,600048.SH,保利发展,14.38,14.43,7600,,0.0035
20190724,20190731,601818.SH,光大银行,3.81,3.96,28700,,0.0394
20190724,20190731,600028.SH,中国石化,5.27,5.26,20700,,-0.0019
20190724,20190731,601939.SH,建设银行,7.31,7.38,15000,,0.0096
20190731,20190807,601601.SH,中国太保,39.47,37.08,2800,,-0.0606
20190731,20190807,600900.SH,长江电力,18.65,18.37,5900,,-0.015
20190731,20190807,601229.SH,上海银行,9.25,8.99,12000,,-0.0281
20190731,20190807,600028.SH,中国石化,5.26,5.0,21100,,-0.0494
20190731,20190807,601939.SH,建设银行,7.38,7.07,15000,,-0.042
20190731,20190807,601166.SH,兴业银行,19.42,18.3,5700,,-0.0577
20190731,20190807,600031.SH,三一重工,14.29,13.66,7800,,-0.0441
20190731,20190807,601998.SH,中信银行,5.94,5.64,18700,,-0.0505
20190731,20190807,601818.SH,光大银行,3.96,3.74,28000,,-0.0556
20190731,20190807,600383.SH,金地集团,12.68,11.48,8700,20190805,-0.0946
20190807,20190814,600886.SH,国投电力,8.52,8.71,12300,,0.0223
20190807,20190814,601009.SH,南京银行,7.97,8.07,13200,,0.0125
20190807,20190814,600900.SH,长江电力,18.37,18.75,5700,,0.0207
20190807,20190814,600011.SH,华能国际,6.75,6.89,15600,,0.0207
20190807,20190814,601229.SH,上海银行,8.99,9.28,11700,,0.0323
20190807,20190814,002607.SZ,中公教育,13.44,13.7,7800,,0.0193
20190807,20190814,600025.SH,华能水电,4.6,4.57,22900,,-0.0065
20190807,20190814,601225.SH,陕西煤业,9.14,8.95,11500,,-0.0208
20190807,20190814,600919.SH,江苏银行,6.84,6.85,15400,,0.0015
20190807,20190814,600309.SH,万华化学,42.01,43.06,2500,,0.025
20190814,20190821,601229.SH,上海银行,9.28,9.02,11500,,-0.028
20190814,20190821,600886.SH,国投电力,8.71,9.12,12200,,0.0471
20190814,20190821,600900.SH,长江电力,18.75,18.96,5700,,0.0112
20190814,20190821,600309.SH,万华化学,43.06,42.83,2500,,-0.0053
20190814,20190821,600011.SH,华能国际,6.89,6.74,15500,,-0.0218
20190814,20190821,600519.SH,贵州茅台,1030.02,1070.1,100,,0.0389
20190814,20190821,601899.SH,紫金矿业,3.7,3.69,28800,,-0.0027
20190814,20190821,601009.SH,南京银行,8.07,7.8,13200,,-0.0335
20190814,20190821,600741.SH,华域汽车,22.0,22.8,4800,,0.0364
20190814,20190821,600104.SH,上汽集团,24.21,24.18,4400,,-0.0012
20190821,20190828,600886.SH,国投电力,9.12,9.94,11700,,0.0899
20190821,20190828,000002.SZ,万科A,27.41,26.55,3900,,-0.0314
20190821,20190828,600519.SH,贵州茅台,1070.1,1109.0,100,,0.0364
20190821,20190828,600383.SH,金地集团,12.36,12.01,8600,,-0.0283
20190821,20190828,601155.SH,新城控股,25.88,25.95,4100,,0.0027
20190821,20190828,600183.SH,生益科技,22.3,25.17,4800,,0.1287
20190821,20190828,600025.SH,华能水电,4.85,4.87,22000,,0.0041
20190821,20190828,000538.SZ,云南白药,78.19,79.56,1400,,0.0175
20190821,20190828,000858.SZ,五粮液,129.49,133.2,800,,0.0287
20190821,20190828,600309.SH,万华化学,42.83,43.8,2500,,0.0226
20190828,20190904,002607.SZ,中公教育,15.16,15.87,7200,,0.0468
20190828,20190904,600741.SH,华域汽车,25.07,25.0,4400,,-0.0028
20190828,20190904,600019.SH,宝钢股份,5.94,5.89,18500,,-0.0084
20190828,20190904,600660.SH,福耀玻璃,22.99,21.81,4800,,-0.0513
20190828,20190904,601633.SH,长城汽车,8.6,8.06,12700,,-0.0628
20190828,20190904,600028.SH,中国石化,4.99,5.02,22000,,0.006
20190828,20190904,600886.SH,国投电力,9.94,9.88,11000,,-0.006
20190828,20190904,600025.SH,华能水电,4.87,4.66,22500,,-0.0431
20190828,20190904,601088.SH,中国神华,18.91,19.5,5800,,0.0312
20190828,20190904,000538.SZ,云南白药,79.56,75.54,1300,,-0.0505
20190904,20190911,002607.SZ,中公教育,15.87,16.15,6800,,0.0176
20190904,20190911,600028.SH,中国石化,5.02,5.23,21500,,0.0418
20190904,20190911,601006.SH,大秦铁路,7.81,7.8,13800,,-0.0013
20190904,20190911,002001.SZ,新和成,23.81,23.01,4500,,-0.0336
20190904,20190911,600016.SH,民生银行,5.93,6.12,18200,,0.032
20190904,20190911,600585.SH,海螺水泥,41.99,42.7,2600,,0.0169
20190904,20190911,000568.SZ,泸州老窖,95.0,92.69,1100,,-0.0243
20190904,20190911,600741.SH,华域汽车,25.0,24.83,4300,,-0.0068
20190904,20190911,600019.SH,宝钢股份,5.89,6.13,18300,,0.0407
20190904,20190911,002202.SZ,金风科技,13.63,13.8,7900,,0.0125
20190911,20190918,600028.SH,中国石化,5.23,5.12,20800,,0.0019
20190911,20190918,600016.SH,民生银行,6.12,6.09,17800,,-0.0049
20190911,20190918,600188.SH,兖矿能源,11.52,11.35,9500,,-0.0148
20190911,20190918,601009.SH,南京银行,8.32,8.26,13100,,-0.0072
20190911,20190918,000338.SZ,潍柴动力,12.25,11.79,8900,,-0.0376
20190911,20190918,600019.SH,宝钢股份,6.13,6.22,17800,,0.0147
20190911,20190918,600919.SH,江苏银行,6.9,6.77,15800,,-0.0188
20190911,20190918,601169.SH,北京银行,5.47,5.43,19900,,-0.0073
20190911,20190918,601998.SH,中信银行,5.79,5.74,18800,,-0.0086
20190911,20190918,601229.SH,上海银行,9.3,9.23,11700,,-0.0075
20190918,20190925,600028.SH,中国石化,5.12,5.02,21100,,-0.0195
20190918,20190925,600019.SH,宝钢股份,6.22,6.05,17400,,-0.0273
20190918,20190925,600188.SH,兖矿能源,11.35,10.97,9500,,-0.0335
20190918,20190925,600016.SH,民生银行,6.09,6.04,17700,,-0.0082
20190918,20190925,601818.SH,光大银行,3.96,3.9,27300,,-0.0152
20190918,20190925,601009.SH,南京银行,8.26,8.11,13100,,-0.0182
20190918,20190925,000895.SZ,双汇发展,24.47,24.12,4400,,-0.0143
20190918,20190925,601169.SH,北京银行,5.43,5.35,19900,,-0.0147
20190918,20190925,601229.SH,上海银行,9.23,9.16,11700,,-0.0076
20190918,20190925,600703.SH,三安光电,13.8,15.86,7700,,0.1493
20190925,20190930,600019.SH,宝钢股份,6.05,5.91,17800,,-0.0231
20190925,20190930,000100.SZ,TCL科技,3.78,3.55,28500,,-0.0608
20190925,20190930,600028.SH,中国石化,5.02,5.0,21500,,-0.004
20190925,20190930,000895.SZ,双汇发展,24.12,24.15,4500,,0.0012
